,progrnumber,stoppointid,lineid,routeid
5960,70,1443,145,145_93
5961,71,1444,145,145_93
5962,72,1445,145,145_93
5963,73,4407,145,145_93
5959,74,4320,145,145_93
11619,1,248,14C,14C_17
11620,2,249,14C,14C_17
11621,3,250,14C,14C_17
11622,4,251,14C,14C_17
11623,5,252,14C,14C_17
11624,6,255,14C,14C_17
11625,7,234,14C,14C_17
11626,8,235,14C,14C_17
11627,9,236,14C,14C_17
11628,10,1190,14C,14C_17
11629,11,1191,14C,14C_17
11630,12,1192,14C,14C_17
11631,13,1193,14C,14C_17
11632,14,1194,14C,14C_17
11633,15,1195,14C,14C_17
11634,16,664,14C,14C_17
11635,17,665,14C,14C_17
11636,18,666,14C,14C_17
11637,19,667,14C,14C_17
11638,20,668,14C,14C_17
11639,21,614,14C,14C_17
11640,22,615,14C,14C_17
11641,23,616,14C,14C_17
11642,24,617,14C,14C_17
11643,25,618,14C,14C_17
11644,26,619,14C,14C_17
11645,27,675,14C,14C_17
11646,28,4415,14C,14C_17
11647,29,301,14C,14C_17
11648,30,336,14C,14C_17
6814,1,6041,14C,14C_18
6815,2,2826,14C,14C_18
6816,3,2842,14C,14C_18
6817,4,2843,14C,14C_18
6818,5,2844,14C,14C_18
6819,6,2845,14C,14C_18
6820,7,2846,14C,14C_18
6821,8,2847,14C,14C_18
6822,9,4397,14C,14C_18
6823,10,2848,14C,14C_18
6824,11,2849,14C,14C_18
6825,12,2850,14C,14C_18
6826,13,2851,14C,14C_18
6827,14,2852,14C,14C_18
6828,15,4707,14C,14C_18
6829,16,4708,14C,14C_18
6830,17,4336,14C,14C_18
6831,18,1051,14C,14C_18
6832,19,1052,14C,14C_18
6833,20,1053,14C,14C_18
6834,21,1054,14C,14C_18
6835,22,1036,14C,14C_18
6836,23,4709,14C,14C_18
6837,24,1037,14C,14C_18
6838,25,1038,14C,14C_18
6839,26,2998,14C,14C_18
6840,27,2999,14C,14C_18
6841,28,3000,14C,14C_18
6842,29,3001,14C,14C_18
6843,30,3002,14C,14C_18
6844,31,1166,14C,14C_18
6845,32,1167,14C,14C_18
6846,33,1168,14C,14C_18
6847,34,1169,14C,14C_18
6848,35,1170,14C,14C_18
6849,36,1069,14C,14C_18
6850,37,1070,14C,14C_18
6851,38,1071,14C,14C_18
6852,39,4528,14C,14C_18
6853,40,1072,14C,14C_18
6854,41,7577,14C,14C_18
6855,42,1353,14C,14C_18
6856,43,1354,14C,14C_18
6857,44,7589,14C,14C_18
6858,45,7578,14C,14C_18
6859,46,7582,14C,14C_18
6860,47,297,14C,14C_18
1659,1,6318,15,15_16
1660,2,6319,15,15_16
1661,3,7246,15,15_16
1662,4,6320,15,15_16
1663,5,4594,15,15_16
1664,6,4595,15,15_16
1665,7,4596,15,15_16
1666,8,4563,15,15_16
1667,9,1218,15,15_16
1668,10,1270,15,15_16
1669,11,1272,15,15_16
1670,12,1273,15,15_16
1671,13,1274,15,15_16
1672,14,1275,15,15_16
1673,15,1276,15,15_16
1674,16,1277,15,15_16
1675,17,1219,15,15_16
1676,18,1220,15,15_16
1677,19,1221,15,15_16
1678,20,664,15,15_16
1679,21,665,15,15_16
1680,22,666,15,15_16
1681,23,667,15,15_16
1682,24,668,15,15_16
1683,25,614,15,15_16
1684,26,615,15,15_16
1685,27,616,15,15_16
1686,28,617,15,15_16
1687,29,618,15,15_16
1688,30,619,15,15_16
1689,31,675,15,15_16
1690,32,4415,15,15_16
1691,33,301,15,15_16
1692,34,4495,15,15_16
1693,35,5190,15,15_16
1694,36,7581,15,15_16
1695,37,1283,15,15_16
1696,38,7579,15,15_16
1697,39,1285,15,15_16
1698,40,1016,15,15_16
1699,41,1017,15,15_16
1700,42,1018,15,15_16
1701,43,1019,15,15_16
1702,44,1020,15,15_16
1703,45,1076,15,15_16
1704,46,1077,15,15_16
1705,47,1078,15,15_16
1706,48,1079,15,15_16
1707,49,1080,15,15_16
1708,50,1081,15,15_16
1709,51,1082,15,15_16
1710,52,1083,15,15_16
1711,53,1085,15,15_16
1712,54,1121,15,15_16
1713,55,1122,15,15_16
1714,56,1123,15,15_16
1715,57,1124,15,15_16
1716,58,1125,15,15_16
1717,59,1127,15,15_16
1718,60,1130,15,15_16
1719,61,1140,15,15_16
1720,62,1141,15,15_16
1721,63,1142,15,15_16
1722,64,1143,15,15_16
1723,65,1144,15,15_16
1724,66,1145,15,15_16
1725,67,4869,15,15_16
1726,68,4870,15,15_16
1727,69,3007,15,15_16
1728,70,6283,15,15_16
1729,71,6282,15,15_16
1730,1,6282,15,15_17
1731,2,6335,15,15_17
1732,3,6326,15,15_17
1733,4,4886,15,15_17
1734,5,4887,15,15_17
1735,6,1150,15,15_17
1736,7,1151,15,15_17
1737,8,1152,15,15_17
